,days,hours,b'11126_fg,b'11126_obs,b'11035_fg,b'11035_obs
0,317,0,,,,
1,317,1,0.462773404021151,1.3344069719314575,0.4026795763432557,1.0156553983688354
2,317,2,0.555505219564045,1.3344069719314575,0.3324927841469923,1.0156553983688354
3,317,3,0.6255406009607742,1.3344069719314575,0.3239969422060336,1.0156553983688354
4,317,4,0.6221970215104917,1.3344069719314575,0.3491637285215658,1.0156553983688354
5,317,5,0.5301955676943948,1.3344069719314575,0.30024735763300214,1.0156553983688354
6,317,6,0.6609773171335954,1.3344069719314575,0.3527457980938866,1.0156553983688354
7,317,7,0.7121313158081293,1.3344069719314575,0.27713810593542954,1.0156553983688354
8,317,8,0.5169018042171591,1.3344069719314575,0.25119613214043546,1.0156553983688354
9,317,9,0.7251296174967891,1.3344069719314575,0.20291826634925234,1.0156553983688354
10,317,10,0.8043786532115437,1.3344069719314575,0.2884287687221012,1.0156553983688354
11,317,11,0.8311508667188376,1.3344069719314575,0.46779814990292296,1.0156553983688354
12,317,12,0.6261262646232243,1.3344069719314575,0.9247604111151879,1.0156553983688354
13,317,13,0.5765200221280684,1.3344069719314575,1.1068798163010145,1.0156553983688354
14,317,14,0.5038403633480221,1.3344069719314575,0.5737390181609561,1.0156553983688354
15,317,15,0.4735736879604464,1.3344069719314575,0.4925854579332826,1.0156553983688354
16,317,16,0.5422176640576598,1.3344069719314575,0.727141207847711,1.0156553983688354
17,317,17,0.5948004592984599,1.3344069719314575,1.0429346315825445,1.0156553983688354
18,317,18,0.6645557602201687,1.3344069719314575,0.679355874167005,1.0156553983688354
19,317,19,0.8625490307635604,1.3344069719314575,0.42829338022474184,1.0156553983688354
20,317,20,0.4499951270345579,1.3344069719314575,0.43434600020309444,1.0156553983688354
21,317,21,0.511522382830682,1.3344069719314575,0.38654751393044373,1.0156553983688354
22,317,22,0.6462165100226999,1.3344069719314575,0.32166279063407527,1.0156553983688354
23,317,23,0.46900611331954,1.3344069719314575,0.30443192650574064,1.0156553983688354
24,318,0,0.33063389590591324,1.3344069719314575,0.3565172526834335,1.0156553983688354
25,318,1,0.25483471877077596,1.3344069719314575,0.34371746246464413,1.0156553983688354
26,318,2,0.3221063761480953,1.3344069719314575,0.2625566221906775,1.0156553983688354
27,318,3,0.3006805116291285,1.3344069719314575,0.3792221347924392,1.0156553983688354
28,318,4,0.3561774436938327,1.3344069719314575,0.27336787009839947,1.0156553983688354
29,318,5,0.32811114547351644,1.3344069719314575,0.3775557687410779,1.0156553983688354
30,318,6,0.3275090873635711,1.3344069719314575,0.3415547173539978,1.0156553983688354
31,318,7,0.3546948681333021,1.3344069719314575,0.4545293039195237,1.0156553983688354
32,318,8,0.48056880926441475,1.3344069719314575,0.3758098094747237,1.0156553983688354
33,318,9,0.479671228510272,1.3344069719314575,0.28882027369450863,1.0156553983688354
34,318,10,0.9020201183753832,1.3344069719314575,0.25175842520980135,1.0156553983688354
35,318,11,0.7399876900797977,1.3344069719314575,0.2457909451063176,1.0156553983688354
36,318,12,0.6085995897652688,1.3344069719314575,0.28349887670040635,1.0156553983688354
37,318,13,0.5373081387083479,1.3344069719314575,0.304461579017579,1.0156553983688354
38,318,14,0.46423815474216473,1.3344069719314575,0.2547346575853874,1.0156553983688354
39,318,15,0.4039804526435082,1.3344069719314575,0.32216566788957374,1.0156553983688354
40,318,16,0.523682302678519,1.3344069719314575,0.4261925656765199,1.0156553983688354
41,318,17,0.5208793281462065,1.3344069719314575,0.4935388144918834,1.0156553983688354
42,318,18,0.5474257217454688,1.3344069719314575,0.4904727008064516,1.0156553983688354
43,318,19,0.6054658370486299,1.3344069719314575,0.5034862612842772,1.0156553983688354
44,318,20,0.6387073805724204,1.3344069719314575,0.4628474862055579,1.0156553983688354
45,318,21,0.6874044603403631,1.3344069719314575,0.3880700283065036,1.0156553983688354
46,318,22,0.6543050445199635,1.3344069719314575,0.3648735217768,1.0156553983688354
47,318,23,0.5708079353859887,1.3344069719314575,0.3459547651658491,1.0156553983688354
48,319,0,0.714914238200501,1.3344069719314575,0.33799402318307886,1.0156553983688354
49,319,1,0.5203323476884816,1.3344069719314575,0.21294034350937702,1.0156553983688354
50,319,2,0.43890767441180867,1.3344069719314575,0.2676245007692299,1.0156553983688354
51,319,3,0.421330129960394,1.3344069719314575,0.3010864979921537,1.0156553983688354
52,319,4,0.43198662705418484,1.3344069719314575,0.3350116970149473,1.0156553983688354
53,319,5,0.41188100215937085,1.3344069719314575,0.27462707507488154,1.0156553983688354
54,319,6,0.35496983098900897,1.3344069719314575,0.2849208526436334,1.0156553983688354
55,319,7,0.4354656883955893,1.3344069719314575,0.29145140630297134,1.0156553983688354
56,319,8,0.3516337627631154,1.3344069719314575,0.49634108394368626,1.0156553983688354
57,319,9,0.32774697302008177,1.3344069719314575,0.803836093423087,1.0156553983688354
58,319,10,0.3360590207316778,1.3344069719314575,0.6089768818261394,1.0156553983688354
59,319,11,0.28012457062464613,1.3344069719314575,0.5309467640314122,1.0156553983688354
60,319,12,0.21378346330683726,1.3344069719314575,0.8213351403374971,1.0156553983688354
61,319,13,0.2708820687696269,1.3344069719314575,0.8172921510971944,1.0156553983688354
62,319,14,0.21763562845694573,1.3344069719314575,0.5264888072304906,1.0156553983688354
63,319,15,0.21169428723642333,1.3344069719314575,0.49448034935412183,1.0156553983688354
64,319,16,0.167533537320909,1.3344069719314575,0.39318691928416566,1.0156553983688354
65,319,17,0.19031164332052758,1.3344069719314575,0.4035306616034911,1.0156553983688354
66,319,18,0.298289475255134,1.3344069719314575,0.494806705976122,1.0156553983688354
67,319,19,0.2909308442048203,1.3344069719314575,0.5502360119808661,1.0156553983688354
68,319,20,0.2622102928846726,1.3344069719314575,0.6293802947420043,1.0156553983688354
69,319,21,0.2894469310850932,1.3344069719314575,0.451371179678168,1.0156553983688354
70,319,22,0.25932622341039857,1.3344069719314575,0.3312536290173529,1.0156553983688354
71,319,23,0.22897916232617208,1.3344069719314575,0.33564384730291286,1.0156553983688354
72,320,0,0.21130082025291655,1.3344069719314575,0.3747087216250585,1.0156553983688354
73,320,1,0.22867359962976203,1.3344069719314575,0.46466464222897375,1.0156553983688354
74,320,2,0.2565692518664655,1.3344069719314575,0.4024569870791092,1.0156553983688354
75,320,3,0.25238410734296296,1.3344069719314575,0.3237039652859897,1.0156553983688354
76,320,4,0.2702764440506212,1.3344069719314575,0.3136041775722192,1.0156553983688354
77,320,5,0.28491574719741247,1.3344069719314575,0.27886097116132785,1.0156553983688354
78,320,6,0.2382430832996886,1.3344069719314575,0.2622696655691644,1.0156553983688354
79,320,7,0.2851422475086038,1.3344069719314575,0.3714551372979581,1.0156553983688354
80,320,8,0.370594671202668,1.3344069719314575,0.31634028207623044,1.0156553983688354
81,320,9,0.4897520958498427,1.3344069719314575,0.26507939059629676,1.0156553983688354
82,320,10,0.44407205141867695,1.3344069719314575,0.23660535691046167,1.0156553983688354
83,320,11,0.49006328936236754,1.3344069719314575,0.2586610036724285,1.0156553983688354
84,320,12,0.4194569163116469,1.3344069719314575,0.27241304067060884,1.0156553983688354
85,320,13,0.3170703495388837,1.3344069719314575,0.29661486868672615,1.0156553983688354
86,320,14,0.275594941987314,1.3344069719314575,0.3141116381394173,1.0156553983688354
87,320,15,,,,
88,320,16,0.2556719676373215,1.3344069719314575,0.5789267456957441,1.0156553983688354
89,320,17,0.28043155805439757,1.3344069719314575,0.4341771577721649,1.0156553983688354
90,320,18,0.26708427916366745,1.3344069719314575,0.35733019005843625,1.0156553983688354
91,320,19,0.30939100612731824,1.3344069719314575,0.4114886618491929,1.0156553983688354
92,320,20,0.36610962019246907,1.3344069719314575,0.5155418816310477,1.0156553983688354
93,320,21,0.48128900359255317,1.3344069719314575,0.6921200046073984,1.0156553983688354
94,320,22,0.38895144201782467,1.3344069719314575,0.762420481356685,1.0156553983688354
95,320,23,0.41967824215772276,1.3344069719314575,0.669074410246514,1.0156553983688354
96,321,0,0.4299486671138212,1.3344069719314575,0.7193692442895199,1.0156553983688354
97,321,1,0.4196841334801839,1.3344069719314575,0.6367290190003192,1.0156553983688354
98,321,2,0.3133630433381435,1.3344069719314575,0.5799353155716799,1.0156553983688354
99,321,3,0.32944371882871076,1.3344069719314575,0.4621127392334974,1.0156553983688354
100,321,4,0.3618260862679455,1.3344069719314575,0.3891512708205976,1.0156553983688354
